perm_id,block_type,shader_type,spf1,spf2,material_path,hit_count,unique_nif_count
c5f0ac761f58dd6d1544dac8e31e751bcf27ac6a,BSLightingShaderProperty,0,2151678473,161,"materials\interiors\building\bldwoodpanels01.bgsm",163,163
69ab5765f373ff91b067eed679764beea477d855,BSLightingShaderProperty,0,2151678721,1,"tex_a389291b49b9989f4699691d29fff406f5e18f4f",160,160
d946c811f86c11991e452c9afd47d855fbb1eeac,BSLightingShaderProperty,1,2353005185,0,"materials\blood\bloodweapon.bgsm",160,138
bc5494dced48a22a029476b288dba6277a867b0e,BSLightingShaderProperty,1,2353005185,9,"materials\interiors\vault\vltdecals01yellow.bgsm",154,154
eb1623ac71db5ad7dcd846dd6314cc2f6c5b80dd,BSLightingShaderProperty,6,2353266707,2097313,"tex_e36a3dffec7e31dddba56499f4c0530aed27dbf9",153,141
b5f097034756f61e71fe71f2ab76386a057442c2,BSLightingShaderProperty,0,2151677953,161,"materials\interiors\building\bldplasterwall01alpha.bgsm",152,152
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\buildings\woodtrimbrown01.bgsm",152,150
33500b2fadb8b44c6e0b0aef8797a4fd4a98815b,BSLightingShaderProperty,0,2151678467,536870961,"materials\landscape\trees\mapleprewaratlas.bgsm",151,5
2ed72197d59e6e624c9b5c292a7cbf138c6754a6,BSLightingShaderProperty,0,2151678465,17,"materials\lod\qry01drtlod.bgsm",149,149
3a830e2b82794727a480dc5f41d3d1f60bb53262,BSLightingShaderProperty,0,2151678465,129,"materials\interiors\building\bldwallsgrn03.bgsm",148,148
c8220f30b5783a404eec60c819fce74b128b7761,BSLightingShaderProperty,1,2151678593,33,"materials\architecture\buildings\hightech\hittechglass01.bgsm",148,4
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\landscape\roads\asphalt01.bgsm",147,146
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\shacks\shackwoodplanks01.bgsm",147,134
3bdddf3ecda0f80a65a768060177527dc63e4604,BSLightingShaderProperty,0,2151677960,33,"materials\interiors\building\bldwoodpanels01.bgsm",146,146
6c4e80666b0483f0d2bae7d3480586b80038805b,BSLightingShaderProperty,0,2353005065,33,"materials\interiors\hightech\flatmetalpanelsdetails01.bgsm",145,130
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\lod\bldg01lod.bgsm",144,144
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\buildings\woodplanks01.bgsm",143,136
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\buildings\rooftarpaperunique01.bgsm",140,140
a3992273089f0f685763994077a86b72480107b0,BSLightingShaderProperty,0,2151678465,1,"materials\interiors\hightech\flatmetalpanels04.bgsm",140,137
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\buildings\concrete02.bgsm",136,129
c8220f30b5783a404eec60c819fce74b128b7761,BSLightingShaderProperty,1,2151678593,33,"materials\interiors\hightech\flatmetalpanels02a.bgsm",136,95
a3992273089f0f685763994077a86b72480107b0,BSLightingShaderProperty,0,2151678465,1,"tex_884d1749546776b009f4653d6051d37eb18b6792",133,133
d452cfefe5498ea47dbcf451064b3cd7dffa1948,BSLightingShaderProperty,1,2151678593,1,"materials\interiors\vault\vltutilmetalgeneric01.bgsm",133,133
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\buildings\hightech\hittechglass_01.bgsm",133,132
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\buildings\hightech\hittechmetalpanel_01.bgsm",132,132
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\buildings\woodtrimwhite01.bgsm",132,120
a3992273089f0f685763994077a86b72480107b0,BSLightingShaderProperty,0,2151678465,1,"materials\architecture\buildings\hightech\hittechlongpanelslarge_01.bgsm",131,1
ec92625bbdf49bb71222950c1cb45f58a7303fe3,BSLightingShaderProperty,1,2151678595,161,"tex_9de5f4f527531da76b2974b743e66ca18de1e44b",129,129
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\buildings\residentialtrim01.bgsm",127,127
1065d8c386d8200ef55c6d94023d7a2a87fd75eb,BSLightingShaderProperty,0,2151678483,2097329,"tex_53ab2d79e66a4a3da2223af72455bc4e4ec12335",124,124
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\lod\hittechextblod01.bgsm",124,124
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\buildings\bldgtrimdamage01.bgsm",123,123
69c97033e917d5f76ae47e0cc35c0a779b3072e9,BSLightingShaderProperty,1,2151678609,161,"materials\setdressing\machinekit\machinekitquad03.bgsm",123,121
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\landscape\roads\concretehwtrim01.bgsm",123,120
0b76857a15e663dbda0de13c8e96cb7ec1c2dab7,BSLightingShaderProperty,0,2151678465,33,"materials\interiors\hightech\flatmetalsupports01b.bgsm",121,119
fc81cb4f720f1706415c774c6421d16822382337,BSLightingShaderProperty,0,2151677952,33,"materials\interiors\building\bldwallpaperinside01alpha.bgsm",121,116
a3992273089f0f685763994077a86b72480107b0,BSLightingShaderProperty,0,2151678465,1,"materials\setdressing\computerconsolekit\computerconsolepanels01.bgsm",121,110
69c97033e917d5f76ae47e0cc35c0a779b3072e9,BSLightingShaderProperty,1,2151678609,161,"materials\setdressing\machinekit\machinekitquad04.bgsm",120,120
7db182b31ca2eb134c1bfb70e468fc5d27b643d0,BSLightingShaderProperty,0,2151677971,177,"tex_a74d283af38236e18a5e6e74003e9f748a689a36",120,120
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\buildings\buildingfoundation01.bgsm",119,119
b0c677fcf774ae89d42c16095b26516620ade835,BSLightingShaderProperty,0,2353005065,41,"materials\interiors\building\concreterebardamagegross01alpha.bgsm",118,118
fc81cb4f720f1706415c774c6421d16822382337,BSLightingShaderProperty,0,2151677952,33,"materials\interiors\building\bldwoodwall01.bgsm",118,115
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\buildings\concrete01.bgsm",118,84
a6e719adad21a344c14e9399b2e278f5a070442f,BSEffectShaderProperty,0,2147483648,0,"materials\interface\hudglass.bgem",116,9
3bdddf3ecda0f80a65a768060177527dc63e4604,BSLightingShaderProperty,0,2151677960,33,"materials\interiors\building\bldwoodwallscratcheswallspec01alpha.bgsm",114,114
a3992273089f0f685763994077a86b72480107b0,BSLightingShaderProperty,0,2151678465,1,"materials\lod\concretewalllod01.bgsm",114,114
e72aa98198cad4885cf65dc006a161314b26c31b,BSLightingShaderProperty,0,2151678464,1,"materials\lod\hwoverpasslod.bgsm",113,113
2ed72197d59e6e624c9b5c292a7cbf138c6754a6,BSLightingShaderProperty,0,2151678465,17,"materials\lod\qry02drtlod.bgsm",112,112
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\lod\metalindbeamslod01.bgsm",112,112
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\buildings\metallatticework01.bgsm",111,108
a3992273089f0f685763994077a86b72480107b0,BSLightingShaderProperty,0,2151678465,1,"materials\interiors\vault\vltconduitsvents01.bgsm",110,110
69c97033e917d5f76ae47e0cc35c0a779b3072e9,BSLightingShaderProperty,1,2151678609,161,"materials\setdressing\machinekit\machinekitquad02.bgsm",109,109
1495e778b7e1f9e5ea30ed895aa364cda4f793b8,BSLightingShaderProperty,0,2353004553,169,"materials\interiors\building\bldwalldamage01alpha.bgsm",108,108
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\buildings\bronzemetaltrim01.bgsm",108,105
acf3ccf76ef9b54ec75e0cddbd3391e8343070bd,BSLightingShaderProperty,0,2151678467,129,"tex_96db308d723cce13d401064bc1c25d66f8217bbc",107,107
b12ea12af5efa139572e5b90084e57fafa689359,BSLightingShaderProperty,1,2151678595,129,"tex_9de5f4f527531da76b2974b743e66ca18de1e44b",107,107
fc81cb4f720f1706415c774c6421d16822382337,BSLightingShaderProperty,0,2151677952,33,"materials\architecture\buildings\windowsheetdeco01.bgsm",107,106
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\shacks\shackwoodtile01.bgsm",107,84
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\buildings\metalgreebs01.bgsm",105,103
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\landscape\roads\asphaltroaddetails01.bgsm",104,104
3bdddf3ecda0f80a65a768060177527dc63e4604,BSLightingShaderProperty,0,2151677960,33,"materials\interiors\building\bldconcretedamagegross02.bgsm",103,103
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\buildings\glasswindows01.bgsm",103,77
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\buildings\woodsidinggrey01.bgsm",102,102
e72aa98198cad4885cf65dc006a161314b26c31b,BSLightingShaderProperty,0,2151678464,1,"materials\landscape\roads\concreteroadhw01.bgsm",102,76
2ed72197d59e6e624c9b5c292a7cbf138c6754a6,BSLightingShaderProperty,0,2151678465,17,"materials\architecture\buildings\hightech\hittechmetaldetails_01.bgsm",102,14
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\lod\decolargelod.bgsm",101,101
a3992273089f0f685763994077a86b72480107b0,BSLightingShaderProperty,0,2151678465,1,"materials\interiors\cave\cavewall01.bgsm",101,101
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\diamondcity\corrugatedmetal01.bgsm",101,92
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\lod\sidingkitalod.bgsm",100,100
a3992273089f0f685763994077a86b72480107b0,BSLightingShaderProperty,0,2151678465,1,"materials\landscape\roads\concretehwtrim01.bgsm",100,92
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\interiors\industrial\metalindbgpipes01.bgsm",99,99
d452cfefe5498ea47dbcf451064b3cd7dffa1948,BSLightingShaderProperty,1,2151678593,1,"materials\interiors\vault\vault111\v111concrete01barmoved.bgsm",98,98
d452cfefe5498ea47dbcf451064b3cd7dffa1948,BSLightingShaderProperty,1,2151678593,1,"materials\setdressing\pins\pinback.bgsm",98,77
0b76857a15e663dbda0de13c8e96cb7ec1c2dab7,BSLightingShaderProperty,0,2151678465,33,"materials\interiors\steamt\rockwallroughtcut01.bgsm",97,68
674949b319768eb3ca814ea8b7d4d0151e72f08d,BSLightingShaderProperty,0,2151677960,1,"materials\interiors\building\bldmarblewall01.bgsm",96,96
a3992273089f0f685763994077a86b72480107b0,BSLightingShaderProperty,0,2151678465,1,"materials\interiors\vault\vltfloor02.bgsm",96,96
a6e719adad21a344c14e9399b2e278f5a070442f,BSEffectShaderProperty,0,2147483648,0,"materials\interface\hudmeshrender.bgem",96,2
7f61a3c85defbf310e35858a3b4a5b83ff8dba40,BSLightingShaderProperty,0,2353004563,160,"tex_a74d283af38236e18a5e6e74003e9f748a689a36",95,95
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\architecture\buildings\hightech\hittechfullpanels_01.bgsm",95,95
1495e778b7e1f9e5ea30ed895aa364cda4f793b8,BSLightingShaderProperty,0,2353004553,169,"materials\interiors\building\bldwallpaperinside01alpha.bgsm",94,94
1495e778b7e1f9e5ea30ed895aa364cda4f793b8,BSLightingShaderProperty,0,2353004553,169,"materials\interiors\building\bldwallsgrn03alpha.bgsm",94,94
a3992273089f0f685763994077a86b72480107b0,BSLightingShaderProperty,0,2151678465,1,"materials\interiors\vault\vltcave01.bgsm",94,94
fc81cb4f720f1706415c774c6421d16822382337,BSLightingShaderProperty,0,2151677952,33,"materials\interiors\building\bldconcchunkies01.bgsm",94,94
d452cfefe5498ea47dbcf451064b3cd7dffa1948,BSLightingShaderProperty,1,2151678593,1,"materials\interiors\vault\vltutilparts02.bgsm",93,93
a3992273089f0f685763994077a86b72480107b0,BSLightingShaderProperty,0,2151678465,1,"materials\architecture\shacks\shackwoodtile01.bgsm",92,53
d452cfefe5498ea47dbcf451064b3cd7dffa1948,BSLightingShaderProperty,1,2151678593,1,"materials\interiors\institute\institutepanel02.bgsm",91,57
85655154dba1807d80bd29600f9d82ade5e1880d,BSLightingShaderProperty,0,2151677952,1,"materials\interiors\industrial\concreteroofblock01.bgsm",90,90
d452cfefe5498ea47dbcf451064b3cd7dffa1948,BSLightingShaderProperty,1,2151678593,1,"materials\interiors\vault\vlthallresdoorframe01.bgsm",90,90
674949b319768eb3ca814ea8b7d4d0151e72f08d,BSLightingShaderProperty,0,2151677960,1,"materials\interiors\utility\concretebackwall01.bgsm",89,89
a3992273089f0f685763994077a86b72480107b0,BSLightingShaderProperty,0,2151678465,1,"materials\setdressing\machinekit\machinekitquad03.bgsm",89,89
d452cfefe5498ea47dbcf451064b3cd7dffa1948,BSLightingShaderProperty,1,2151678593,1,"materials\interiors\vault\vltutilcolumns01.bgsm",89,89
d452cfefe5498ea47dbcf451064b3cd7dffa1948,BSLightingShaderProperty,1,2151678593,1,"materials\interiors\institute\institutemetal01.bgsm",89,53
